17/02/2026	21:07:29	1,102418E-6	2,614602E-7
17/02/2026	21:07:29	1,110837E-6	2,754584E-7
17/02/2026	21:07:29	1,111604E-6	2,784585E-7
17/02/2026	21:07:29	1,111675E-6	2,742088E-7
17/02/2026	21:07:30	1,111809E-6	2,624606E-7
17/02/2026	21:07:30	1,112231E-6	2,739588E-7
17/02/2026	21:07:30	1,111816E-6	2,799577E-7
17/02/2026	21:07:30	1,112062E-6	2,727092E-7
17/02/2026	21:07:30	1,112372E-6	2,722090E-7
17/02/2026	21:07:30	1,111962E-6	2,712093E-7
17/02/2026	21:07:31	1,112425E-6	2,734581E-7
17/02/2026	21:07:31	1,111980E-6	2,624602E-7
17/02/2026	21:07:31	1,111998E-6	2,742082E-7
17/02/2026	21:07:31	1,112120E-6	2,699589E-7
17/02/2026	21:07:31	1,112437E-6	2,732090E-7
17/02/2026	21:07:31	1,112273E-6	2,752090E-7
17/02/2026	21:07:32	1,112366E-6	2,747081E-7
17/02/2026	21:07:32	1,113081E-6	2,652097E-7
17/02/2026	21:07:32	1,113327E-6	2,582107E-7
17/02/2026	21:07:32	1,114632E-6	2,809573E-7
17/02/2026	21:07:32	1,113128E-6	2,829576E-7
17/02/2026	21:07:32	1,105594E-6	3,179525E-7
17/02/2026	21:07:33	1,098031E-6	2,764588E-7
17/02/2026	21:07:33	1,098458E-6	2,732084E-7
17/02/2026	21:07:33	1,098522E-6	2,814577E-7
17/02/2026	21:07:33	1,067343E-6	2,887055E-7
17/02/2026	21:07:33	1,031630E-6	2,787078E-7
17/02/2026	21:07:33	1,036580E-6	2,787078E-7
17/02/2026	21:07:34	1,205629E-6	2,809579E-7
17/02/2026	21:07:34	1,753147E-6	2,757082E-7
17/02/2026	21:07:34	2,072802E-6	2,764580E-7
17/02/2026	21:07:34	2,764580E-7	2,772079E-7
17/02/2026	21:07:34	5,378484E-6	2,917058E-7
17/02/2026	21:07:34	2,917058E-7	3,062043E-7
17/02/2026	21:07:35	6,252458E-5	3,042038E-7
17/02/2026	21:07:35	3,042038E-7	2,837079E-7
17/02/2026	21:07:35	2,067773E-3	2,849566E-7
17/02/2026	21:07:35	2,068655E-3	2,827071E-7
17/02/2026	21:07:35	2,066225E-3	2,912055E-7
17/02/2026	21:07:35	2,066183E-3	2,997044E-7
17/02/2026	21:07:36	2,065956E-3	2,817073E-7
17/02/2026	21:07:36	2,066429E-3	2,732090E-7
17/02/2026	21:07:36	2,071963E-3	3,364496E-7
17/02/2026	21:07:36	2,072197E-3	3,391988E-7
17/02/2026	21:07:36	2,071940E-3	3,334501E-7
17/02/2026	21:07:36	2,072051E-3	3,324507E-7
17/02/2026	21:07:37	2,072156E-3	3,454481E-7
17/02/2026	21:07:37	2,072279E-3	3,414480E-7
17/02/2026	21:07:37	2,072022E-3	3,526973E-7
17/02/2026	21:07:37	2,071396E-3	3,604458E-7
